BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cultivar_s	genotype_s	source_name_s	tissue_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN03081729	SRX711200	999	720	SRR1586924	SRS709945	GSM1514714	B73_TIL05	F1 cross	stem tissue from cross B73_TIL05,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081724	SRX711197	861	590	SRR1586921	SRS709946	GSM1514711	B73_TIL03	F1 cross	stem tissue from cross B73_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081732	SRX711202	710	479	SRR1586926	SRS709947	GSM1514716	B73_TIL05	F1 cross	stem tissue from cross B73_TIL05,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081731	SRX711201	899	619	SRR1586925	SRS709948	GSM1514715	B73_TIL05	F1 cross	stem tissue from cross B73_TIL05,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081735	SRX711204	1151	801	SRR1586928	SRS709949	GSM1514718	B73_TIL09	F1 cross	stem tissue from cross B73_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081734	SRX711203	1102	773	SRR1586927	SRS709950	GSM1514717	B73_TIL09	F1 cross	stem tissue from cross B73_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081737	SRX711205	1100	761	SRR1586929	SRS709951	GSM1514719	B73_TIL11	F1 cross	stem tissue from cross B73_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081738	SRX711206	854	578	SRR1586930	SRS709952	GSM1514720	B73_TIL11	F1 cross	stem tissue from cross B73_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081739	SRX711207	1264	868	SRR1586931	SRS709953	GSM1514721	B73_TIL11	F1 cross	stem tissue from cross B73_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081741	SRX711208	1262	866	SRR1586932	SRS709954	GSM1514722	B73_TIL11	F1 cross	stem tissue from cross B73_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081742	SRX711209	1033	712	SRR1586933	SRS709955	GSM1514723	B73_TIL14	F1 cross	stem tissue from cross B73_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081744	SRX711210	1057	721	SRR1586934	SRS709956	GSM1514724	B73_TIL14	F1 cross	stem tissue from cross B73_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081745	SRX711211	1104	758	SRR1586935	SRS709957	GSM1514725	B73_TIL14	F1 cross	stem tissue from cross B73_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081747	SRX711212	1105	759	SRR1586936	SRS709958	GSM1514726	B73_TIL14	F1 cross	stem tissue from cross B73_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081748	SRX711213	1164	843	SRR1586937	SRS709959	GSM1514727	B73_TIL25	F1 cross	stem tissue from cross B73_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081750	SRX711214	1168	846	SRR1586938	SRS709960	GSM1514728	B73_TIL25	F1 cross	stem tissue from cross B73_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081751	SRX711215	1134	808	SRR1586939	SRS709961	GSM1514729	B73_TIL25	F1 cross	stem tissue from cross B73_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081753	SRX711216	1143	815	SRR1586940	SRS709962	GSM1514730	B73_TIL25	F1 cross	stem tissue from cross B73_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081754	SRX711217	1221	840	SRR1586941	SRS709963	GSM1514731	CML103_TIL03	F1 cross	stem tissue from cross CML103_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081756	SRX711218	1199	823	SRR1586942	SRS709964	GSM1514732	CML103_TIL03	F1 cross	stem tissue from cross CML103_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081759	SRX711220	1099	750	SRR1586944	SRS709965	GSM1514734	CML103_TIL03	F1 cross	stem tissue from cross CML103_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081757	SRX711219	1072	739	SRR1586943	SRS709966	GSM1514733	CML103_TIL03	F1 cross	stem tissue from cross CML103_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081760	SRX711221	1098	788	SRR1586945	SRS709967	GSM1514735	CML103_TIL11	F1 cross	stem tissue from cross CML103_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081806	SRX711223	1055	726	SRR1586947	SRS709968	GSM1514737	CML103_TIL11	F1 cross	stem tissue from cross CML103_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081761	SRX711222	1109	798	SRR1586946	SRS709969	GSM1514736	CML103_TIL11	F1 cross	stem tissue from cross CML103_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081807	SRX711224	1075	734	SRR1586948	SRS709970	GSM1514738	CML103_TIL11	F1 cross	stem tissue from cross CML103_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081810	SRX711226	1114	792	SRR1586950	SRS709971	GSM1514740	CML103_TIL14	F1 cross	stem tissue from cross CML103_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081809	SRX711225	1106	785	SRR1586949	SRS709972	GSM1514739	CML103_TIL14	F1 cross	stem tissue from cross CML103_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081811	SRX711227	1003	691	SRR1586951	SRS709973	GSM1514741	CML103_TIL14	F1 cross	stem tissue from cross CML103_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081813	SRX711228	1030	702	SRR1586952	SRS709974	GSM1514742	CML103_TIL14	F1 cross	stem tissue from cross CML103_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081814	SRX711229	1149	790	SRR1586953	SRS709975	GSM1514743	CML103_TIL25	F1 cross	stem tissue from cross CML103_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081815	SRX711230	1142	784	SRR1586954	SRS709976	GSM1514744	CML103_TIL25	F1 cross	stem tissue from cross CML103_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081816	SRX711231	1103	796	SRR1586955	SRS709977	GSM1514745	CML103_TIL25	F1 cross	stem tissue from cross CML103_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081818	SRX711232	1113	803	SRR1586956	SRS709978	GSM1514746	CML103_TIL25	F1 cross	stem tissue from cross CML103_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081819	SRX711233	1053	727	SRR1586957	SRS709979	GSM1514747	Ki3_TIL03	F1 cross	stem tissue from cross Ki3_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081820	SRX711234	1083	740	SRR1586958	SRS709980	GSM1514748	Ki3_TIL03	F1 cross	stem tissue from cross Ki3_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081822	SRX711235	1061	769	SRR1586959	SRS709981	GSM1514749	Ki3_TIL03	F1 cross	stem tissue from cross Ki3_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081825	SRX711237	973	681	SRR1586961	SRS709982	GSM1514751	Ki3_TIL09	F1 cross	stem tissue from cross Ki3_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081823	SRX711236	1069	774	SRR1586960	SRS709983	GSM1514750	Ki3_TIL03	F1 cross	stem tissue from cross Ki3_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081826	SRX711238	758	521	SRR1586962	SRS709984	GSM1514752	Ki3_TIL09	F1 cross	stem tissue from cross Ki3_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081829	SRX711240	938	643	SRR1586964	SRS709985	GSM1514754	Ki3_TIL09	F1 cross	stem tissue from cross Ki3_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081827	SRX711239	925	635	SRR1586963	SRS709986	GSM1514753	Ki3_TIL09	F1 cross	stem tissue from cross Ki3_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081830	SRX711241	927	631	SRR1586965	SRS709987	GSM1514755	Ki3_TIL11	F1 cross	stem tissue from cross Ki3_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081831	SRX711242	958	652	SRR1586966	SRS709988	GSM1514756	Ki3_TIL11	F1 cross	stem tissue from cross Ki3_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081834	SRX711244	1015	737	SRR1586968	SRS709989	GSM1514758	Ki3_TIL11	F1 cross	stem tissue from cross Ki3_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081833	SRX711243	1022	743	SRR1586967	SRS709990	GSM1514757	Ki3_TIL11	F1 cross	stem tissue from cross Ki3_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081835	SRX711245	1078	769	SRR1586969	SRS709991	GSM1514759	Ki3_TIL14	F1 cross	stem tissue from cross Ki3_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081836	SRX711246	1091	779	SRR1586970	SRS709992	GSM1514760	Ki3_TIL14	F1 cross	stem tissue from cross Ki3_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081841	SRX711247	1192	860	SRR1586971	SRS709993	GSM1514761	Ki3_TIL14	F1 cross	stem tissue from cross Ki3_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081842	SRX711248	1201	866	SRR1586972	SRS709994	GSM1514762	Ki3_TIL14	F1 cross	stem tissue from cross Ki3_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081845	SRX711250	928	652	SRR1586974	SRS709995	GSM1514764	Mo17_TIL01	F1 cross	stem tissue from cross Mo17_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081843	SRX711249	904	637	SRR1586973	SRS709996	GSM1514763	Mo17_TIL01	F1 cross	stem tissue from cross Mo17_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081763	SRX711251	1141	811	SRR1586975	SRS709997	GSM1514765	Mo17_TIL01	F1 cross	stem tissue from cross Mo17_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081766	SRX711253	1089	749	SRR1586977	SRS709998	GSM1514767	Mo17_TIL09	F1 cross	stem tissue from cross Mo17_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081764	SRX711252	1152	820	SRR1586976	SRS709999	GSM1514766	Mo17_TIL01	F1 cross	stem tissue from cross Mo17_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081838	SRX711254	1096	753	SRR1586978	SRS710000	GSM1514768	Mo17_TIL09	F1 cross	stem tissue from cross Mo17_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081839	SRX711255	1036	737	SRR1586979	SRS710001	GSM1514769	Mo17_TIL09	F1 cross	stem tissue from cross Mo17_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081769	SRX711257	1113	814	SRR1586981	SRS710002	GSM1514771	Mo17_TIL14	F1 cross	stem tissue from cross Mo17_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081768	SRX711256	1046	746	SRR1586980	SRS710003	GSM1514770	Mo17_TIL09	F1 cross	stem tissue from cross Mo17_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081771	SRX711258	1112	813	SRR1586982	SRS710004	GSM1514772	Mo17_TIL14	F1 cross	stem tissue from cross Mo17_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081772	SRX711259	1202	854	SRR1586983	SRS710005	GSM1514773	Mo17_TIL14	F1 cross	stem tissue from cross Mo17_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081774	SRX711260	1210	861	SRR1586984	SRS710006	GSM1514774	Mo17_TIL14	F1 cross	stem tissue from cross Mo17_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081777	SRX711262	976	669	SRR1586986	SRS710007	GSM1514776	Mo17_TIL25	F1 cross	stem tissue from cross Mo17_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081775	SRX711261	930	642	SRR1586985	SRS710008	GSM1514775	Mo17_TIL25	F1 cross	stem tissue from cross Mo17_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081780	SRX711264	1195	864	SRR1586988	SRS710009	GSM1514778	Mo17_TIL25	F1 cross	stem tissue from cross Mo17_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081778	SRX711263	1189	859	SRR1586987	SRS710010	GSM1514777	Mo17_TIL25	F1 cross	stem tissue from cross Mo17_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081781	SRX711265	1032	711	SRR1586989	SRS710011	GSM1514779	Oh43_TIL01	F1 cross	stem tissue from cross Oh43_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081783	SRX711266	1072	733	SRR1586990	SRS710012	GSM1514780	Oh43_TIL01	F1 cross	stem tissue from cross Oh43_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081784	SRX711267	1136	806	SRR1586991	SRS710013	GSM1514781	Oh43_TIL01	F1 cross	stem tissue from cross Oh43_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081785	SRX711268	1146	814	SRR1586992	SRS710014	GSM1514782	Oh43_TIL01	F1 cross	stem tissue from cross Oh43_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081788	SRX711270	1132	775	SRR1586994	SRS710015	GSM1514784	Oh43_TIL03	F1 cross	stem tissue from cross Oh43_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081787	SRX711269	1104	762	SRR1586993	SRS710016	GSM1514783	Oh43_TIL03	F1 cross	stem tissue from cross Oh43_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081790	SRX711271	980	696	SRR1586995	SRS710017	GSM1514785	Oh43_TIL03	F1 cross	stem tissue from cross Oh43_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081791	SRX711272	989	704	SRR1586996	SRS710018	GSM1514786	Oh43_TIL03	F1 cross	stem tissue from cross Oh43_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081793	SRX711273	900	614	SRR1586997	SRS710019	GSM1514787	Oh43_TIL09	F1 cross	stem tissue from cross Oh43_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081794	SRX711274	949	642	SRR1586998	SRS710020	GSM1514788	Oh43_TIL09	F1 cross	stem tissue from cross Oh43_TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
